timestamp,event_type,event_data
792,kpi_update,"{'time': 792, 'total_inventory': 0, 'total_stockouts': 160507, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005144511178464928, 'network_efficiency': 161337.0}"
792,stockout,"{'warehouse_id': 3, 'requested': 182, 'fulfilled': 0, 'time': 792}"
793,stockout,"{'warehouse_id': 2, 'requested': 184, 'fulfilled': 0, 'time': 793}"
794,stockout,"{'warehouse_id': 3, 'requested': 123, 'fulfilled': 0, 'time': 794}"
795,stockout,"{'warehouse_id': 2, 'requested': 60, 'fulfilled': 0, 'time': 795}"
796,stockout,"{'warehouse_id': 1, 'requested': 35, 'fulfilled': 0, 'time': 796}"
797,stockout,"{'warehouse_id': 1, 'requested': 31, 'fulfilled': 0, 'time': 797}"
798,kpi_update,"{'time': 798, 'total_inventory': 0, 'total_stockouts': 161122, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005124975301323831, 'network_efficiency': 161952.0}"
798,stockout,"{'warehouse_id': 1, 'requested': 33, 'fulfilled': 0, 'time': 798}"
799,stockout,"{'warehouse_id': 1, 'requested': 67, 'fulfilled': 0, 'time': 799}"
800,stockout,"{'warehouse_id': 2, 'requested': 116, 'fulfilled': 0, 'time': 800}"
801,stockout,"{'warehouse_id': 1, 'requested': 168, 'fulfilled': 0, 'time': 801}"
802,stockout,"{'warehouse_id': 1, 'requested': 144, 'fulfilled': 0, 'time': 802}"
803,stockout,"{'warehouse_id': 2, 'requested': 195, 'fulfilled': 0, 'time': 803}"
804,kpi_update,"{'time': 804, 'total_inventory': 0, 'total_stockouts': 161845, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005102197633317984, 'network_efficiency': 162675.0}"
804,stockout,"{'warehouse_id': 3, 'requested': 192, 'fulfilled': 0, 'time': 804}"
805,stockout,"{'warehouse_id': 1, 'requested': 229, 'fulfilled': 0, 'time': 805}"
806,stockout,"{'warehouse_id': 3, 'requested': 196, 'fulfilled': 0, 'time': 806}"
807,stockout,"{'warehouse_id': 1, 'requested': 210, 'fulfilled': 0, 'time': 807}"
808,stockout,"{'warehouse_id': 1, 'requested': 205, 'fulfilled': 0, 'time': 808}"
809,stockout,"{'warehouse_id': 1, 'requested': 211, 'fulfilled': 0, 'time': 809}"
810,kpi_update,"{'time': 810, 'total_inventory': 0, 'total_stockouts': 163088, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005063507363437858, 'network_efficiency': 163918.0}"
810,stockout,"{'warehouse_id': 1, 'requested': 175, 'fulfilled': 0, 'time': 810}"
811,stockout,"{'warehouse_id': 3, 'requested': 135, 'fulfilled': 0, 'time': 811}"
812,stockout,"{'warehouse_id': 2, 'requested': 109, 'fulfilled': 0, 'time': 812}"
813,stockout,"{'warehouse_id': 1, 'requested': 107, 'fulfilled': 0, 'time': 813}"
814,stockout,"{'warehouse_id': 1, 'requested': 92, 'fulfilled': 0, 'time': 814}"
815,stockout,"{'warehouse_id': 2, 'requested': 91, 'fulfilled': 0, 'time': 815}"
816,kpi_update,"{'time': 816, 'total_inventory': 0, 'total_stockouts': 163797, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.005041700328621723, 'network_efficiency': 164627.0}"
816,stockout,"{'warehouse_id': 2, 'requested': 98, 'fulfilled': 0, 'time': 816}"
817,stockout,"{'warehouse_id': 1, 'requested': 90, 'fulfilled': 0, 'time': 817}"
818,stockout,"{'warehouse_id': 2, 'requested': 60, 'fulfilled': 0, 'time': 818}"
819,stockout,"{'warehouse_id': 3, 'requested': 54, 'fulfilled': 0, 'time': 819}"
820,stockout,"{'warehouse_id': 3, 'requested': 35, 'fulfilled': 0, 'time': 820}"
821,stockout,"{'warehouse_id': 3, 'requested': 21, 'fulfilled': 0, 'time': 821}"
822,kpi_update,"{'time': 822, 'total_inventory': 0, 'total_stockouts': 164155, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0050307603721549965, 'network_efficiency': 164985.0}"
822,stockout,"{'warehouse_id': 1, 'requested': 23, 'fulfilled': 0, 'time': 822}"
823,stockout,"{'warehouse_id': 1, 'requested': 34, 'fulfilled': 0, 'time': 823}"
824,stockout,"{'warehouse_id': 1, 'requested': 70, 'fulfilled': 0, 'time': 824}"
825,stockout,"{'warehouse_id': 1, 'requested': 97, 'fulfilled': 0, 'time': 825}"
826,stockout,"{'warehouse_id': 3, 'requested': 103, 'fulfilled': 0, 'time': 826}"
827,stockout,"{'warehouse_id': 3, 'requested': 115, 'fulfilled': 0, 'time': 827}"
828,kpi_update,"{'time': 828, 'total_inventory': 0, 'total_stockouts': 164597, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0050173188173635586, 'network_efficiency': 165427.0}"
828,stockout,"{'warehouse_id': 2, 'requested': 165, 'fulfilled': 0, 'time': 828}"
829,stockout,"{'warehouse_id': 1, 'requested': 152, 'fulfilled': 0, 'time': 829}"
830,stockout,"{'warehouse_id': 1, 'requested': 177, 'fulfilled': 0, 'time': 830}"
831,stockout,"{'warehouse_id': 3, 'requested': 190, 'fulfilled': 0, 'time': 831}"
832,stockout,"{'warehouse_id': 1, 'requested': 181, 'fulfilled': 0, 'time': 832}"
833,stockout,"{'warehouse_id': 1, 'requested': 184, 'fulfilled': 0, 'time': 833}"
834,kpi_update,"{'time': 834, 'total_inventory': 0, 'total_stockouts': 165646, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.004985703644969863, 'network_efficiency': 166476.0}"
834,stockout,"{'warehouse_id': 1, 'requested': 154, 'fulfilled': 0, 'time': 834}"
835,stockout,"{'warehouse_id': 1, 'requested': 124, 'fulfilled': 0, 'time': 835}"
836,stockout,"{'warehouse_id': 1, 'requested': 98, 'fulfilled': 0, 'time': 836}"
837,stockout,"{'warehouse_id': 1, 'requested': 107, 'fulfilled': 0, 'time': 837}"
838,stockout,"{'warehouse_id': 3, 'requested': 78, 'fulfilled': 0, 'time': 838}"
839,stockout,"{'warehouse_id': 3, 'requested': 77, 'fulfilled': 0, 'time': 839}"
840,kpi_update,"{'time': 840, 'total_inventory': 0, 'total_stockouts': 166284, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.004966669459171569, 'network_efficiency': 167114.0}"
840,stockout,"{'warehouse_id': 2, 'requested': 82, 'fulfilled': 0, 'time': 840}"
841,stockout,"{'warehouse_id': 3, 'requested': 52, 'fulfilled': 0, 'time': 841}"
842,stockout,"{'warehouse_id': 2, 'requested': 39, 'fulfilled': 0, 'time': 842}"
843,stockout,"{'warehouse_id': 2, 'requested': 33, 'fulfilled': 0, 'time': 843}"
844,stockout,"{'warehouse_id': 3, 'requested': 20, 'fulfilled': 0, 'time': 844}"
845,stockout,"{'warehouse_id': 1, 'requested': 37, 'fulfilled': 0, 'time': 845}"
846,kpi_update,"{'time': 846, 'total_inventory': 0, 'total_stockouts': 166547, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0049588653160230756, 'network_efficiency': 167377.0}"
846,stockout,"{'warehouse_id': 3, 'requested': 110, 'fulfilled': 0, 'time': 846}"
847,stockout,"{'warehouse_id': 1, 'requested': 227, 'fulfilled': 0, 'time': 847}"
848,stockout,"{'warehouse_id': 1, 'requested': 433, 'fulfilled': 0, 'time': 848}"
849,stockout,"{'warehouse_id': 3, 'requested': 216, 'fulfilled': 0, 'time': 849}"
850,stockout,"{'warehouse_id': 2, 'requested': 123, 'fulfilled': 0, 'time': 850}"
851,stockout,"{'warehouse_id': 3, 'requested': 156, 'fulfilled': 0, 'time': 851}"
852,kpi_update,"{'time': 852, 'total_inventory': 0, 'total_stockouts': 167812, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.004921668386285716, 'network_efficiency': 168642.0}"
852,stockout,"{'warehouse_id': 2, 'requested': 157, 'fulfilled': 0, 'time': 852}"
853,stockout,"{'warehouse_id': 2, 'requested': 169, 'fulfilled': 0, 'time': 853}"
854,stockout,"{'warehouse_id': 1, 'requested': 170, 'fulfilled': 0, 'time': 854}"
855,stockout,"{'warehouse_id': 2, 'requested': 169, 'fulfilled': 0, 'time': 855}"
856,stockout,"{'warehouse_id': 3, 'requested': 199, 'fulfilled': 0, 'time': 856}"
857,stockout,"{'warehouse_id': 3, 'requested': 225, 'fulfilled': 0, 'time': 857}"
858,kpi_update,"{'time': 858, 'total_inventory': 0, 'total_stockouts': 168901, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.0048900907907217794, 'network_efficiency': 169731.0}"
858,stockout,"{'warehouse_id': 1, 'requested': 388, 'fulfilled': 0, 'time': 858}"
859,stockout,"{'warehouse_id': 1, 'requested': 246, 'fulfilled': 0, 'time': 859}"
860,stockout,"{'warehouse_id': 3, 'requested': 206, 'fulfilled': 0, 'time': 860}"
861,stockout,"{'warehouse_id': 2, 'requested': 177, 'fulfilled': 0, 'time': 861}"
862,stockout,"{'warehouse_id': 2, 'requested': 183, 'fulfilled': 0, 'time': 862}"
863,stockout,"{'warehouse_id': 1, 'requested': 115, 'fulfilled': 0, 'time': 863}"
